Date,Max TemperatureF,Min TemperatureF,Incident Reports,dateId
"August 13, 2013",73,66,17,2416
"August 14, 2013",75,62,8,2417
"August 15, 2013",78,60,12,2418
"August 16, 2013",80,62,11,2419
"August 17, 2013",73,64,4,2420
"August 18, 2013",78,62,7,2421
"August 19, 2013",84,64,19,2422
"August 20, 2013",87,69,13,2423
"August 21, 2013",89,66,9,2424
"August 22, 2013",89,69,7,2425
"August 23, 2013",78,66,6,2426
"August 24, 2013",71,60,1,2427
"August 25, 2013",82,60,0,2428
"August 26, 2013",84,66,12,2429
"August 27, 2013",75,64,9,2430
"August 28, 2013",73,60,10,2431
"August 29, 2013",66,62,9,2432
"August 30, 2013",84,62,21,2433
"August 31, 2013",82,69,10,2434
"September 01, 2013",78,69,5,2435
"September 02, 2013",80,69,6,2436
"September 03, 2013",80,66,13,2437
"September 04, 2013",82,62,17,2438
"September 05, 2013",69,57,8,2439
"September 06, 2013",71,51,8,2440
"September 07, 2013",80,53,1,2441
"September 08, 2013",78,55,1,2442
"September 09, 2013",71,51,10,2443
"September 10, 2013",77,59,7,2444
"September 11, 2013",96,68,14,2445
"September 12, 2013",87,66,14,2446
"September 13, 2013",75,60,10,2447
"September 14, 2013",68,57,2,2448
"September 15, 2013",73,53,0,2449
"September 16, 2013",69,50,11,2450
"September 17, 2013",60,44,9,2451
"September 18, 2013",75,51,9,2452
"September 19, 2013",71,53,16,2453
"September 20, 2013",71,55,7,2454
"September 21, 2013",77,57,3,2455
"September 22, 2013",73,55,1,2456
"September 23, 2013",64,50,9,2457
"September 24, 2013",68,46,12,2458
"September 25, 2013",62,51,5,2459
"September 26, 2013",62,55,13,2460
"September 27, 2013",66,57,9,2461
"September 28, 2013",69,55,1,2462
"September 29, 2013",62,51,4,2463
"September 30, 2013",64,51,10,2464
"October 01, 2013",75,51,10,2465
"October 02, 2013",82,62,13,2466
"October 03, 2013",78,60,6,2467
"October 04, 2013",66,59,6,2468
"October 05, 2013",68,59,0,2469
"October 06, 2013",62,55,0,2470
"October 07, 2013",78,60,14,2471
"October 08, 2013",68,51,14,2472
"October 09, 2013",60,48,16,2473
"October 10, 2013",60,48,4,2474
"October 11, 2013",66,51,11,2475
"October 12, 2013",60,53,2,2476
"October 13, 2013",60,48,1,2477
"October 14, 2013",60,44,1,2478
"October 15, 2013",64,51,8,2479
"October 16, 2013",62,51,11,2480
"October 17, 2013",73,53,9,2481
"October 18, 2013",69,55,5,2482
"October 19, 2013",66,50,0,2483
"October 20, 2013",64,48,3,2484
"October 21, 2013",68,44,9,2485
"October 22, 2013",71,48,7,2486
"October 23, 2013",53,46,9,2487
"October 24, 2013",55,42,9,2488
"October 25, 2013",51,39,2,2489
"October 26, 2013",57,37,1,2490
"October 27, 2013",57,44,0,2491
"October 28, 2013",60,39,5,2492
"October 29, 2013",48,35,12,2493
"October 30, 2013",53,39,9,2494
"October 31, 2013",62,39,9,2495
"November 01, 2013",71,60,9,2496
"November 02, 2013",66,50,0,2497
"November 03, 2013",53,33,0,2498
"November 04, 2013",42,32,5,2499
"November 05, 2013",48,32,6,2500
"November 06, 2013",60,42,5,2501
"November 07, 2013",68,42,3,2502
"November 08, 2013",50,37,3,2503
"November 09, 2013",46,35,0,2504
"November 10, 2013",57,42,0,2505
"November 11, 2013",53,41,1,2506
"November 12, 2013",50,30,8,2507
"November 13, 2013",37,27,8,2508
"November 14, 2013",51,31,6,2509
"November 15, 2013",62,37,6,2510
"November 16, 2013",59,39,0,2511
"November 17, 2013",55,37,2,2512
"November 18, 2013",66,50,8,2513
"November 19, 2013",50,32,9,2514
"November 20, 2013",42,30,12,2515
"November 21, 2013",48,30,6,2516
"November 22, 2013",48,42,1,2517
"November 23, 2013",50,32,1,2518
"November 24, 2013",32,22,1,2519
"November 25, 2013",33,19,5,2520
"November 26, 2013",44,32,6,2521
"November 27, 2013",62,39,1,2522
"November 28, 2013",39,28,0,2523
"November 29, 2013",35,24,1,2524
"November 30, 2013",35,21,0,2525
"December 01, 2013",46,33,0,2526
"December 02, 2013",41,37,4,2527
"December 03, 2013",48,35,12,2528
"December 04, 2013",44,35,5,2529
"December 05, 2013",57,35,4,2530
"December 06, 2013",57,35,4,2531
"December 07, 2013",42,32,1,2532
"December 08, 2013",32,28,2,2533
"December 09, 2013",42,27,6,2534
"December 10, 2013",37,28,4,2535
"December 11, 2013",32,25,7,2536
"December 12, 2013",28,19,3,2537
"December 13, 2013",31,17,2,2538
"December 14, 2013",32,12,0,2539
"December 15, 2013",37,24,0,2540
"December 16, 2013",31,21,0,2541
"December 17, 2013",29,10,5,2542
"December 18, 2013",35,20,3,2543
"December 19, 2013",42,28,1,2544
"December 20, 2013",51,32,8,2545
"December 21, 2013",53,41,0,2546
"December 22, 2013",53,35,0,2547
"December 23, 2013",39,33,2,2548
"December 24, 2013",39,29,3,2549
"December 25, 2013",29,16,0,2550
"December 26, 2013",35,22,3,2551
"December 27, 2013",35,29,2,2552
"December 28, 2013",48,28,1,2553
"December 29, 2013",44,33,0,2554
"December 30, 2013",44,20,6,2555
"December 31, 2013",27,15,1,2556
"January 01, 2014",30,20,1,2557
"January 02, 2014",27,3,1,2558
"January 03, 2014",15,3,2,2559
"January 04, 2014",28,3,0,2560
"January 05, 2014",37,25,0,2561
"January 06, 2014",55,30,5,2562
"January 07, 2014",30,10,2,2563
"January 08, 2014",23,8,1,2564
"January 09, 2014",31,20,8,2565
"January 10, 2014",37,19,1,2566
"January 11, 2014",59,33,1,2567
"January 12, 2014",53,37,1,2568
"January 13, 2014",51,32,7,2569
"January 14, 2014",50,44,5,2570
"January 15, 2014",48,35,5,2571
"January 16, 2014",39,33,1,2572
"January 17, 2014",46,33,3,2573
"January 18, 2014",37,32,1,2574
"January 19, 2014",35,31,1,2575
"January 20, 2014",41,27,0,2576
"January 21, 2014",27,12,5,2577
"January 22, 2014",19,8,3,2578
"January 23, 2014",23,7,0,2579
"January 24, 2014",20,8,1,2580
"January 25, 2014",37,16,1,2581
"January 26, 2014",27,17,0,2582
"January 27, 2014",46,22,2,2583
"January 28, 2014",22,14,5,2584
"January 29, 2014",28,16,2,2585
"January 30, 2014",31,17,8,2586
"January 31, 2014",42,23,5,2587
"February 01, 2014",42,32,0,2588
"February 02, 2014",55,32,0,2589
"February 03, 2014",41,28,7,2590
"February 04, 2014",35,24,1,2591
"February 05, 2014",33,25,2,2592
"February 06, 2014",29,20,2,2593
"February 07, 2014",31,20,2,2594
"February 08, 2014",30,19,0,2595
"February 09, 2014",31,22,0,2596
"February 10, 2014",31,21,1,2597
"February 11, 2014",26,15,1,2598
"February 12, 2014",24,9,13,2599
"February 13, 2014",35,22,6,2600
"February 14, 2014",37,30,0,2601
"February 15, 2014",35,28,0,2602
"February 16, 2014",33,24,0,2603
"February 17, 2014",30,15,0,2604
"February 18, 2014",35,15,2,2605
"February 19, 2014",35,22,0,2606
"February 20, 2014",48,33,2,2607
"February 21, 2014",44,33,4,2608
"February 22, 2014",50,33,0,2609
"February 23, 2014",51,33,0,2610
"February 24, 2014",44,25,5,2611
"February 25, 2014",30,23,4,2612
"February 26, 2014",32,17,6,2613
"February 27, 2014",31,13,6,2614
"February 28, 2014",26,11,3,2615
"March 01, 2014",35,17,1,2616
"March 02, 2014",39,31,1,2617
"March 03, 2014",31,17,3,2618
"March 04, 2014",32,13,3,2619
"March 05, 2014",30,21,1,2620
"March 06, 2014",26,12,0,2621
"March 07, 2014",33,17,3,2622
"March 08, 2014",55,28,0,2623
"March 09, 2014",42,31,0,2624
"March 10, 2014",44,29,4,2625
"March 11, 2014",60,33,3,2626
"March 12, 2014",46,37,2,2627
"March 13, 2014",37,18,3,2628
"March 14, 2014",39,17,2,2629
"March 15, 2014",57,37,1,2630
"March 16, 2014",37,24,0,2631
"March 17, 2014",28,17,5,2632
"March 18, 2014",33,21,10,2633
"March 19, 2014",41,28,6,2634
"March 20, 2014",51,37,9,2635
"March 21, 2014",44,33,7,2636
"March 22, 2014",57,29,0,2637
"March 23, 2014",44,23,0,2638
"March 24, 2014",33,18,11,2639
"March 25, 2014",39,22,7,2640
"March 26, 2014",35,25,4,2641
"March 27, 2014",46,22,7,2642
"March 28, 2014",60,35,10,2643
"March 29, 2014",51,39,1,2644
"March 30, 2014",42,35,1,2645
"March 31, 2014",42,33,3,2646
"April 01, 2014",46,33,7,2647
"April 02, 2014",46,37,7,2648
"April 03, 2014",53,33,4,2649
"April 04, 2014",44,37,0,2650
"April 05, 2014",53,37,1,2651
"April 06, 2014",59,35,1,2652
"April 07, 2014",59,37,4,2653
"April 08, 2014",64,42,9,2654
"April 09, 2014",59,41,5,2655
"April 10, 2014",60,33,6,2656
"April 11, 2014",69,48,6,2657
"April 12, 2014",69,48,1,2658
"April 13, 2014",62,44,5,2659
"April 14, 2014",75,57,11,2660
"April 15, 2014",68,41,7,2661
"April 16, 2014",44,32,1,2662
"April 17, 2014",39,32,3,2663
"April 18, 2014",42,32,2,2664
"April 19, 2014",62,37,0,2665
"April 20, 2014",48,39,0,2666
"April 21, 2014",69,35,1,2667
"April 22, 2014",73,46,4,2668
"April 23, 2014",57,46,10,2669
"April 24, 2014",59,42,4,2670
"April 25, 2014",57,42,10,2671
"April 26, 2014",46,42,1,2672
"April 27, 2014",50,41,1,2673
"April 28, 2014",53,42,5,2674
"April 29, 2014",44,42,5,2675
"April 30, 2014",44,41,5,2676
"May 01, 2014",60,44,10,2677
"May 02, 2014",69,50,6,2678
"May 03, 2014",66,50,3,2679
"May 04, 2014",62,50,1,2680
"May 05, 2014",66,50,13,2681
"May 06, 2014",64,46,4,2682
"May 07, 2014",69,46,6,2683
"May 08, 2014",62,48,8,2684
"May 09, 2014",59,50,8,2685
"May 10, 2014",80,57,1,2686
"May 11, 2014",80,62,1,2687
"May 12, 2014",84,51,15,2688
"May 13, 2014",51,46,15,2689
"May 14, 2014",62,46,4,2690
"May 15, 2014",77,57,8,2691
"May 16, 2014",73,59,4,2692
"May 17, 2014",75,57,2,2693
"May 18, 2014",62,51,2,2694
"May 19, 2014",68,51,9,2695
"May 20, 2014",69,53,13,2696
"May 21, 2014",64,51,12,2697
"May 22, 2014",59,51,8,2698
"May 23, 2014",57,51,9,2699
"May 24, 2014",60,51,2,2700
"May 25, 2014",66,51,1,2701
"May 26, 2014",78,55,2,2702
"May 27, 2014",73,50,11,2703
"May 28, 2014",50,44,11,2704
"May 29, 2014",57,42,9,2705
"May 30, 2014",66,48,10,2706
"May 31, 2014",60,51,3,2707
"June 01, 2014",66,51,0,2708
"June 02, 2014",82,55,14,2709
"June 03, 2014",71,57,9,2710
"June 04, 2014",60,55,9,2711
"June 05, 2014",60,57,6,2712
"June 06, 2014",75,57,6,2713
"June 07, 2014",80,60,4,2714
"June 08, 2014",80,66,1,2715
"June 09, 2014",80,66,23,2716
"June 10, 2014",78,59,7,2717
"June 11, 2014",62,57,8,2718
"June 12, 2014",66,59,10,2719
